Model,Feature,SHAP_Importance
XGBoost,cough_lag7,0.00043678548536263406
XGBoost,cough_lag8,0.0
XGBoost,sore throat_lag1,0.0008999591809697449
XGBoost,sore throat_lag2,0.0
XGBoost,sore throat_lag3,0.0022338186390697956
XGBoost,sore throat_lag4,0.011703217402100563
XGBoost,sore throat_lag5,0.0
XGBoost,sore throat_lag6,0.0
XGBoost,sore throat_lag7,0.0
XGBoost,sore throat_lag8,0.006342727690935135
XGBoost,influenza_lag1,0.0
XGBoost,influenza_lag2,0.0011191257508471608
XGBoost,influenza_lag3,0.0
XGBoost,influenza_lag4,0.0005363986128941178
XGBoost,influenza_lag5,0.0
XGBoost,influenza_lag6,0.0
XGBoost,influenza_lag7,0.0
XGBoost,influenza_lag8,0.0
XGBoost,ili_percent_lag1,0.2598777711391449
XGBoost,ili_percent_lag2,0.03827538341283798
XGBoost,ili_percent_lag3,0.08221982419490814
XGBoost,flu symptoms_lag3_squared,0.0
XGBoost,influenza_lag3_squared,0.0
XGBoost,scaled_flu symptoms_lag1,0.0
XGBoost,scaled_flu symptoms_lag2,0.0
XGBoost,scaled_flu symptoms_lag3,0.0
XGBoost,scaled_flu symptoms_lag4,0.0
XGBoost,scaled_flu symptoms_lag5,0.0
XGBoost,scaled_flu symptoms_lag6,0.0
XGBoost,scaled_flu symptoms_lag7,0.0
XGBoost,scaled_flu symptoms_lag8,0.0
XGBoost,scaled_fever_lag1,0.0
XGBoost,scaled_fever_lag2,0.0
XGBoost,scaled_fever_lag3,0.0
XGBoost,scaled_fever_lag4,0.0
XGBoost,scaled_fever_lag5,0.0
XGBoost,scaled_fever_lag6,0.0
XGBoost,scaled_fever_lag7,0.0
XGBoost,scaled_fever_lag8,0.0
XGBoost,scaled_cough_lag1,0.0
XGBoost,scaled_cough_lag2,0.0
XGBoost,scaled_cough_lag3,0.0
XGBoost,scaled_cough_lag4,0.0
XGBoost,scaled_cough_lag5,0.0
XGBoost,scaled_cough_lag6,0.0
XGBoost,scaled_cough_lag7,0.0
XGBoost,scaled_cough_lag8,0.0
XGBoost,scaled_sore throat_lag1,0.0
XGBoost,scaled_sore throat_lag2,0.0
XGBoost,scaled_sore throat_lag3,0.0
XGBoost,scaled_sore throat_lag4,0.0
XGBoost,scaled_sore throat_lag5,0.0
XGBoost,scaled_sore throat_lag6,0.0
XGBoost,scaled_sore throat_lag7,0.0
XGBoost,scaled_sore throat_lag8,0.0
XGBoost,scaled_influenza_lag1,0.0
XGBoost,scaled_influenza_lag2,0.0
XGBoost,scaled_influenza_lag3,0.0
XGBoost,scaled_influenza_lag4,0.0
XGBoost,scaled_influenza_lag5,0.0
XGBoost,scaled_influenza_lag6,0.0
XGBoost,scaled_influenza_lag7,0.0
XGBoost,scaled_influenza_lag8,0.0
XGBoost,scaled_ili_percent_lag1,0.0
XGBoost,scaled_ili_percent_lag2,0.0
XGBoost,scaled_ili_percent_lag3,0.0
XGBoost,scaled_flu symptoms_lag3_squared,0.0
XGBoost,scaled_influenza_lag3_squared,0.0
XGBoost,flu symptoms_X_month_sin,0.04463060945272446
XGBoost,flu symptoms_X_month_cos,0.008659975603222847
XGBoost,fever_X_month_sin,0.02087550237774849
XGBoost,fever_X_month_cos,0.0827852115035057
XGBoost,cough_X_month_sin,0.030347734689712524
XGBoost,cough_X_month_cos,0.026542726904153824
XGBoost,sore throat_X_month_sin,0.012077289633452892
XGBoost,sore throat_X_month_cos,0.008985515683889389
XGBoost,influenza_X_month_sin,0.013342350721359253
XGBoost,influenza_X_month_cos,0.004257978871464729
XGBoost,scaled_flu symptoms_X_month_sin,0.0
XGBoost,scaled_flu symptoms_X_month_cos,0.0
XGBoost,scaled_fever_X_month_sin,0.0
XGBoost,scaled_fever_X_month_cos,0.0
XGBoost,scaled_cough_X_month_sin,0.0
XGBoost,scaled_cough_X_month_cos,0.0
XGBoost,scaled_sore throat_X_month_sin,0.0
XGBoost,scaled_sore throat_X_month_cos,0.0
XGBoost,scaled_influenza_X_month_sin,0.0
XGBoost,scaled_influenza_X_month_cos,0.0
XGBoost,flu symptoms_lag3_squared.1,0.0
XGBoost,influenza_lag3_squared.1,0.0
XGBoost,scaled_flu symptoms_lag3_squared.1,0.0
XGBoost,scaled_influenza_lag3_squared.1,0.0
XGBoost,flu symptoms_rolling_avg,0.009737272746860981
XGBoost,fever_rolling_avg,0.02581094577908516
XGBoost,cough_rolling_avg,0.02623484469950199
XGBoost,sore throat_rolling_avg,0.01484392024576664
XGBoost,influenza_rolling_avg,0.007009650114923716
XGBoost,scaled_flu symptoms_rolling_avg,0.0
XGBoost,scaled_fever_rolling_avg,0.0
XGBoost,scaled_cough_rolling_avg,0.0
XGBoost,scaled_sore throat_rolling_avg,0.0
XGBoost,scaled_influenza_rolling_avg,0.0
